Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	DOMAIN:BZIP	5	4.807692307692308	4.549398611373801E-5	ENSG00000175197, ENSG00000112182, ENSG00000185022, ENSG00000177606, ENSG00000162772	103	40	20559	24.9502427184466	0.03893876631793425	0.00992906246932332	0.009883568483209582
GOTERM_BP_DIRECT	GO:0034976~response to endoplasmic reticulum stress	6	5.769230769230769	6.832756816373675E-5	ENSG00000175197, ENSG00000164463, ENSG00000128590, ENSG00000101255, ENSG00000149428, ENSG00000087074	99	84	19308	13.93073593073593	0.06528157405262436	0.03375381867288595	0.03375381867288595
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	25	24.03846153846154	1.058328535519123E-4	ENSG00000071553, ENSG00000104267, ENSG00000078808, ENSG00000128590, ENSG00000130254, ENSG00000175866, ENSG00000113013, ENSG00000196937, ENSG00000275832, ENSG00000140105, ENSG00000103257, ENSG00000087086, ENSG00000072110, ENSG00000130702, ENSG00000197102, ENSG00000131473, ENSG00000169710, ENSG00000161011, ENSG00000204388, ENSG00000168003, ENSG00000182199, ENSG00000149428, ENSG00000144674, ENSG00000031698, ENSG00000059804	100	2218	20562	2.317628494138864	0.023842338865752266	0.012064945304918001	0.011800363171038221
GOTERM_MF_DIRECT	GO:0005524~ATP binding	21	20.192307692307693	1.3055488428255786E-4	ENSG00000071553, ENSG00000196365, ENSG00000197102, ENSG00000134684, ENSG00000130294, ENSG00000074590, ENSG00000131473, ENSG00000131069, ENSG00000113013, ENSG00000173846, ENSG00000034152, ENSG00000204388, ENSG00000142627, ENSG00000160584, ENSG00000140105, ENSG00000013441, ENSG00000101255, ENSG00000149428, ENSG00000110619, ENSG00000031698, ENSG00000104980	100	1545	18869	2.5647184466019417	0.0365267656163909	0.018604071010264494	0.01834296124169938
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	10	9.615384615384617	1.7700590545264268E-4	ENSG00000175197, ENSG00000112715, ENSG00000138166, ENSG00000176697, ENSG00000034152, ENSG00000204388, ENSG00000116717, ENSG00000142627, ENSG00000099860, ENSG00000177606	58	294	8164	4.787708186722965	0.03067545637107094	0.03115303935966511	0.03115303935966511
GOTERM_CC_DIRECT	GO:0005829~cytosol	44	42.30769230769231	2.539248519334905E-4	ENSG00000104267, ENSG00000196365, ENSG00000177606, ENSG00000130294, ENSG00000115677, ENSG00000111252, ENSG00000197976, ENSG00000131069, ENSG00000175866, ENSG00000112182, ENSG00000275832, ENSG00000162231, ENSG00000034152, ENSG00000187678, ENSG00000140105, ENSG00000103257, ENSG00000101255, ENSG00000110619, ENSG00000050820, ENSG00000107554, ENSG00000087086, ENSG00000175197, ENSG00000072110, ENSG00000198576, ENSG00000197102, ENSG00000134684, ENSG00000159840, ENSG00000131473, ENSG00000060138, ENSG00000088826, ENSG00000169710, ENSG00000141682, ENSG00000161011, ENSG00000204388, ENSG00000185122, ENSG00000184575, ENSG00000182199, ENSG00000108175, ENSG00000087074, ENSG00000275342, ENSG00000144674, ENSG00000179094, ENSG00000031698, ENSG00000181789	100	5510	20562	1.6419745916515427	0.056257776033048934	0.019298288746945277	0.018875080660389457
SMART	SM00338:BRLZ	5	4.807692307692308	2.543282970454173E-4	ENSG00000175197, ENSG00000112182, ENSG00000185022, ENSG00000177606, ENSG00000162772	62	53	10386	15.803408399269626	0.01964461002976503	0.01983760716954255	0.01983760716954255
UP_SEQ_FEATURE	REGION:Disordered	85	81.73076923076923	2.657748599917552E-4	ENSG00000183889, ENSG00000104267, ENSG00000078808, ENSG00000132613, ENSG00000181222, ENSG00000196365, ENSG00000115677, ENSG00000197976, ENSG00000151014, ENSG00000175866, ENSG00000113013, ENSG00000275832, ENSG00000162231, ENSG00000034152, ENSG00000109111, ENSG00000148841, ENSG00000103257, ENSG00000110619, ENSG00000087086, ENSG00000104980, ENSG00000175197, ENSG00000128564, ENSG00000112715, ENSG00000128683, ENSG00000198576, ENSG00000134684, ENSG00000159840, ENSG00000171951, ENSG00000133794, ENSG00000164463, ENSG00000060138, ENSG00000169710, ENSG00000173846, ENSG00000141682, ENSG00000185022, ENSG00000204388, ENSG00000182199, ENSG00000160584, ENSG00000108175, ENSG00000087074, ENSG00000011243, ENSG00000144674, ENSG00000181789, ENSG00000101384, ENSG00000071553, ENSG00000106665, ENSG00000101294, ENSG00000162804, ENSG00000130294, ENSG00000172893, ENSG00000006652, ENSG00000111252, ENSG00000116786, ENSG00000130254, ENSG00000131069, ENSG00000112182, ENSG00000056487, ENSG00000187678, ENSG00000140105, ENSG00000103512, ENSG00000101255, ENSG00000101210, ENSG00000099917, ENSG00000050820, ENSG00000107554, ENSG00000134107, ENSG00000065000, ENSG00000130702, ENSG00000197102, ENSG00000006327, ENSG00000156639, ENSG00000074590, ENSG00000131473, ENSG00000088826, ENSG00000141582, ENSG00000161011, ENSG00000168003, ENSG00000185122, ENSG00000013441, ENSG00000149428, ENSG00000275342, ENSG00000031698, ENSG00000179094	103	13665	20559	1.2415781228352498	0.20709533953240278	0.04448681500254037	0.04428298079863412
UP_SEQ_FEATURE	REGION:Leucine-zipper	6	5.769230769230769	3.05751305859384E-4	ENSG00000175197, ENSG00000112182, ENSG00000164463, ENSG00000185022, ENSG00000177606, ENSG00000162772	103	118	20559	10.149251275300314	0.23429760578792957	0.04448681500254037	0.04428298079863412
GOTERM_CC_DIRECT	GO:0016020~membrane	26	25.0	3.4161126570176963E-4	ENSG00000071553, ENSG00000101294, ENSG00000078808, ENSG00000196365, ENSG00000172893, ENSG00000175866, ENSG00000034152, ENSG00000187678, ENSG00000148841, ENSG00000103512, ENSG00000103257, ENSG00000099917, ENSG00000050820, ENSG00000087086, ENSG00000112715, ENSG00000065000, ENSG00000090520, ENSG00000197102, ENSG00000131473, ENSG00000169710, ENSG00000099194, ENSG00000168003, ENSG00000149428, ENSG00000087074, ENSG00000059804, ENSG00000101384	100	2547	20562	2.098987043580683	0.07494369699800196	0.01947184214500087	0.019044828062873657
GOTERM_BP_DIRECT	GO:0007623~circadian rhythm	5	4.807692307692308	4.426592059677193E-4	ENSG00000134107, ENSG00000177606, ENSG00000179094, ENSG00000133794, ENSG00000155090	99	70	19308	13.93073593073593	0.35431539499933407	0.14578243183203554	0.14578243183203554
GOTERM_MF_DIRECT	GO:0051787~misfolded protein binding	4	3.8461538461538463	4.636225050882349E-4	ENSG00000204388, ENSG00000128590, ENSG00000090520, ENSG00000113013	100	29	18869	26.026206896551724	0.12380188347625787	0.04404413798338232	0.04342597464326467
UP_KW_PTM	KW-0007~Acetylation	37	35.57692307692308	5.129211438072252E-4	ENSG00000104267, ENSG00000181222, ENSG00000177606, ENSG00000115677, ENSG00000116786, ENSG00000130254, ENSG00000131069, ENSG00000113013, ENSG00000162231, ENSG00000034152, ENSG00000109111, ENSG00000187678, ENSG00000110619, ENSG00000101210, ENSG00000050820, ENSG00000107554, ENSG00000087086, ENSG00000065000, ENSG00000072110, ENSG00000197102, ENSG00000134684, ENSG00000159840, ENSG00000074590, ENSG00000131473, ENSG00000133794, ENSG00000060138, ENSG00000169710, ENSG00000141582, ENSG00000161011, ENSG00000204388, ENSG00000168003, ENSG00000185122, ENSG00000184575, ENSG00000182199, ENSG00000149428, ENSG00000011243, ENSG00000031698	89	3464	14106	1.6929249811869111	0.00817524317145768	0.004359829722361415	0.0041033691504578015
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	34	32.69230769230769	6.419727230548886E-4	ENSG00000183889, ENSG00000181222, ENSG00000196365, ENSG00000177606, ENSG00000151014, ENSG00000130254, ENSG00000131069, ENSG00000175866, ENSG00000112182, ENSG00000162231, ENSG00000034152, ENSG00000109111, ENSG00000162772, ENSG00000101255, ENSG00000099917, ENSG00000116717, ENSG00000074590, ENSG00000131473, ENSG00000133794, ENSG00000164463, ENSG00000088826, ENSG00000173846, ENSG00000138166, ENSG00000141582, ENSG00000185022, ENSG00000161011, ENSG00000204388, ENSG00000168003, ENSG00000185122, ENSG00000184575, ENSG00000160584, ENSG00000108175, ENSG00000144674, ENSG00000179094	100	3963	20562	1.764087812263437	0.13620238859528933	0.029273956171302924	0.028631983448248032
UP_KW_LIGAND	KW-0067~ATP-binding	19	18.269230769230766	8.218211692910792E-4	ENSG00000196365, ENSG00000197102, ENSG00000134684, ENSG00000130294, ENSG00000074590, ENSG00000131473, ENSG00000131069, ENSG00000113013, ENSG00000173846, ENSG00000034152, ENSG00000204388, ENSG00000142627, ENSG00000160584, ENSG00000140105, ENSG00000013441, ENSG00000149428, ENSG00000110619, ENSG00000031698, ENSG00000104980	42	1440	6833	2.1466104497354497	0.010631153196693277	0.01068367520078403	0.01068367520078403
GOTERM_CC_DIRECT	GO:0005634~nucleus	45	43.269230769230774	8.22670167814537E-4	ENSG00000106665, ENSG00000181222, ENSG00000099860, ENSG00000112245, ENSG00000177606, ENSG00000115677, ENSG00000006652, ENSG00000151014, ENSG00000197976, ENSG00000130254, ENSG00000112182, ENSG00000162231, ENSG00000140105, ENSG00000162772, ENSG00000101255, ENSG00000099917, ENSG00000155090, ENSG00000175197, ENSG00000134107, ENSG00000072110, ENSG00000116717, ENSG00000130702, ENSG00000090520, ENSG00000134684, ENSG00000159840, ENSG00000074590, ENSG00000133794, ENSG00000164463, ENSG00000060138, ENSG00000088826, ENSG00000173846, ENSG00000141682, ENSG00000138166, ENSG00000141582, ENSG00000185022, ENSG00000204388, ENSG00000185122, ENSG00000184575, ENSG00000182199, ENSG00000108175, ENSG00000013441, ENSG00000275342, ENSG00000011243, ENSG00000179094, ENSG00000031698	100	5984	20562	1.546273395721925	0.17109190645258932	0.0312614663769524	0.03057590790377362
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	9	8.653846153846153	0.001036364722660557	ENSG00000072110, ENSG00000204388, ENSG00000142627, ENSG00000187678, ENSG00000159840, ENSG00000275342, ENSG00000149428, ENSG00000050820, ENSG00000113013	100	425	20562	4.354305882352941	0.210545977603113	0.03375587953808671	0.0330156190219006
GOTERM_MF_DIRECT	GO:0031625~ubiquitin protein ligase binding	8	7.6923076923076925	0.001148134478365423	ENSG00000101294, ENSG00000181222, ENSG00000161011, ENSG00000204388, ENSG00000177606, ENSG00000101255, ENSG00000179094, ENSG00000113013	100	306	18869	4.933071895424837	0.27920918500389025	0.0818045815835364	0.08065644710517098
UP_KW_MOLECULAR_FUNCTION	KW-0030~Aminoacyl-tRNA synthetase	4	3.8461538461538463	0.0015437485003051382	ENSG00000134684, ENSG00000140105, ENSG00000110619, ENSG00000031698	70	39	11693	17.132600732600732	0.05992691083601165	0.06174994001220553	0.06174994001220553
GOTERM_MF_DIRECT	GO:0000976~transcription regulatory region sequence-specific DNA binding	7	6.730769230769231	0.001629706085987237	ENSG00000175197, ENSG00000141582, ENSG00000185122, ENSG00000177606, ENSG00000162772, ENSG00000179094, ENSG00000133794	100	239	18869	5.526485355648536	0.3717676004122885	0.0928932469012725	0.09158948203248272
UP_SEQ_FEATURE	COMPBIAS:Basic and acidic residues	43	41.34615384615385	0.0018460860138573003	ENSG00000106665, ENSG00000183889, ENSG00000104267, ENSG00000132613, ENSG00000196365, ENSG00000115677, ENSG00000111252, ENSG00000197976, ENSG00000130254, ENSG00000113013, ENSG00000112182, ENSG00000275832, ENSG00000162231, ENSG00000056487, ENSG00000109111, ENSG00000103257, ENSG00000101255, ENSG00000110619, ENSG00000101210, ENSG00000099917, ENSG00000107554, ENSG00000175197, ENSG00000128564, ENSG00000128683, ENSG00000134107, ENSG00000065000, ENSG00000197102, ENSG00000156639, ENSG00000074590, ENSG00000171951, ENSG00000133794, ENSG00000088826, ENSG00000141582, ENSG00000161011, ENSG00000168003, ENSG00000013441, ENSG00000149428, ENSG00000087074, ENSG00000275342, ENSG00000011243, ENSG00000144674, ENSG00000031698, ENSG00000101384	103	5641	20559	1.521518081039821	0.8007355675629222	0.23023329858534616	0.2291783922917134
UP_KW_DOMAIN	KW-0175~Coiled coil	22	21.153846153846153	0.0025375664546167633	ENSG00000106665, ENSG00000132613, ENSG00000065000, ENSG00000072110, ENSG00000198576, ENSG00000130702, ENSG00000197102, ENSG00000130294, ENSG00000177606, ENSG00000115677, ENSG00000197976, ENSG00000113013, ENSG00000175866, ENSG00000185022, ENSG00000056487, ENSG00000148841, ENSG00000160584, ENSG00000162772, ENSG00000144674, ENSG00000099917, ENSG00000107554, ENSG00000104980	62	2707	14495	1.90003217464876	0.03983742945037971	0.04060106327386821	0.04060106327386821
INTERPRO	IPR018181:Heat shock protein 70, conserved site	3	2.8846153846153846	0.0026969100556056996	ENSG00000204388, ENSG00000149428, ENSG00000113013	101	15	19204	38.02772277227722	0.5670666606300108	0.26888900414184963	0.2680216202575211
INTERPRO	IPR013126:Heat shock protein 70 family	3	2.8846153846153846	0.0026969100556056996	ENSG00000204388, ENSG00000149428, ENSG00000113013	101	15	19204	38.02772277227722	0.5670666606300108	0.26888900414184963	0.2680216202575211
GOTERM_CC_DIRECT	GO:0090575~RNA polymerase II transcription factor complex	5	4.807692307692308	0.002793007333151814	ENSG00000175197, ENSG00000112182, ENSG00000185022, ENSG00000177606, ENSG00000162772	100	121	20562	8.496694214876033	0.4714916280194408	0.0796007089948267	0.07785507941160681
UP_SEQ_FEATURE	MOTIF:'KMSKS' region	3	2.8846153846153846	0.0027952312987759966	ENSG00000134684, ENSG00000140105, ENSG00000110619	103	16	20559	37.425364077669904	0.9131570362717353	0.30502961547893065	0.30363199982954264
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	15	14.423076923076922	0.0029833060107899282	ENSG00000175197, ENSG00000112715, ENSG00000065000, ENSG00000177606, ENSG00000133794, ENSG00000164463, ENSG00000161011, ENSG00000185022, ENSG00000185122, ENSG00000108175, ENSG00000011243, ENSG00000162772, ENSG00000179094, ENSG00000155090, ENSG00000101384	99	1204	19308	2.4297795228027788	0.9477602593881257	0.568554035095781	0.568554035095781
GOTERM_BP_DIRECT	GO:0045599~negative regulation of fat cell differentiation	4	3.8461538461538463	0.003355226212661744	ENSG00000175197, ENSG00000101255, ENSG00000133794, ENSG00000101384	99	59	19308	13.222393425783258	0.9638665841565253	0.568554035095781	0.568554035095781
INTERPRO	IPR008917:Eukaryotic transcription factor, Skn-1-like, DNA-binding	3	2.8846153846153846	0.003469535537314189	ENSG00000112182, ENSG00000185022, ENSG00000177606	101	17	19204	33.553873034362255	0.6595292919819307	0.26888900414184963	0.2680216202575211
UP_SEQ_FEATURE	MOTIF:'HIGH' region	3	2.8846153846153846	0.0035409661461403724	ENSG00000134684, ENSG00000140105, ENSG00000110619	103	18	20559	33.26699029126213	0.9548041237389937	0.3434737161756161	0.3418999534439982
UP_KW_MOLECULAR_FUNCTION	KW-0678~Repressor	11	10.576923076923077	0.0035877279754972192	ENSG00000175197, ENSG00000060138, ENSG00000112182, ENSG00000164463, ENSG00000141582, ENSG00000134107, ENSG00000185022, ENSG00000162772, ENSG00000151014, ENSG00000130254, ENSG00000155090	70	628	11693	2.92590991810737	0.13391062578375823	0.07175455950994439	0.07175455950994439
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	10	9.615384615384617	0.0037117400300475762	ENSG00000060138, ENSG00000141682, ENSG00000173846, ENSG00000161011, ENSG00000116717, ENSG00000006327, ENSG00000134684, ENSG00000099860, ENSG00000177606, ENSG00000087074	99	607	19308	3.213019819280116	0.9746257876543601	0.568554035095781	0.568554035095781
GOTERM_MF_DIRECT	GO:0003723~RNA binding	17	16.346153846153847	0.0040383836833071925	ENSG00000181222, ENSG00000197102, ENSG00000134684, ENSG00000177606, ENSG00000115677, ENSG00000159840, ENSG00000197976, ENSG00000130254, ENSG00000113013, ENSG00000060138, ENSG00000169710, ENSG00000162231, ENSG00000204388, ENSG00000168003, ENSG00000109111, ENSG00000011243, ENSG00000031698	100	1471	18869	2.1806458191706324	0.6843968133087301	0.17655721630116897	0.17407922028290695
GOTERM_BP_DIRECT	GO:0030224~monocyte differentiation	3	2.8846153846153846	0.004121930604288184	ENSG00000112715, ENSG00000169710, ENSG00000177606	99	19	19308	30.79425837320574	0.983107470341512	0.568554035095781	0.568554035095781
GOTERM_MF_DIRECT	GO:0042803~protein homodimerization activity	11	10.576923076923077	0.004336493031958536	ENSG00000175197, ENSG00000112715, ENSG00000101294, ENSG00000134107, ENSG00000072110, ENSG00000116717, ENSG00000182199, ENSG00000140105, ENSG00000162772, ENSG00000110619, ENSG00000031698	100	716	18869	2.898868715083799	0.7102068897356797	0.17655721630116897	0.17407922028290695
GOTERM_BP_DIRECT	GO:0042752~regulation of circadian rhythm	4	3.8461538461538463	0.004603676397536688	ENSG00000134107, ENSG00000151014, ENSG00000179094, ENSG00000155090	99	66	19308	11.820018365472913	0.9895267854899287	0.568554035095781	0.568554035095781
GOTERM_BP_DIRECT	GO:0032922~circadian regulation of gene expression	4	3.8461538461538463	0.005646190318705443	ENSG00000134107, ENSG00000151014, ENSG00000179094, ENSG00000133794	99	71	19308	10.987622705932566	0.9962807900861279	0.6198262260978864	0.6198262260978864
UP_KW_LIGAND	KW-0547~Nucleotide-binding	20	19.230769230769234	0.0064167463102708855	ENSG00000196365, ENSG00000197102, ENSG00000134684, ENSG00000130294, ENSG00000074590, ENSG00000131473, ENSG00000131069, ENSG00000113013, ENSG00000173846, ENSG00000034152, ENSG00000204388, ENSG00000142627, ENSG00000160584, ENSG00000140105, ENSG00000013441, ENSG00000149428, ENSG00000110619, ENSG00000101210, ENSG00000031698, ENSG00000104980	42	1855	6833	1.7540752149916568	0.08028044560160086	0.04170885101676076	0.04170885101676076
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	7	6.730769230769231	0.006539241478277337	ENSG00000141682, ENSG00000161011, ENSG00000116717, ENSG00000006327, ENSG00000099860, ENSG00000177606, ENSG00000101210	99	328	19308	4.162232076866223	0.9984692345815591	0.6460770580538009	0.6460770580538009
INTERPRO	IPR009443:Nuclear pore complex interacting	3	2.8846153846153846	0.006876276471080159	ENSG00000183889	101	24	19204	23.767326732673265	0.882228429023993	0.42632914120696985	0.4249538859127538
UP_SEQ_FEATURE	MOTIF:Nuclear localization signal	8	7.6923076923076925	0.0069711208977500175	ENSG00000162231, ENSG00000138166, ENSG00000011243, ENSG00000099917, ENSG00000179094, ENSG00000130254, ENSG00000133794, ENSG00000031698	103	448	20559	3.5643203883495147	0.9977730003071493	0.6085788543735765	0.6057904060144765
GOTERM_MF_DIRECT	GO:0000049~tRNA binding	4	3.8461538461538463	0.007199278097453055	ENSG00000184575, ENSG00000134684, ENSG00000110619, ENSG00000031698	100	75	18869	10.063466666666667	0.8724460181474928	0.2564742822217651	0.25287464317303854
KEGG_PATHWAY	hsa05134:Legionellosis	4	3.8461538461538463	0.007231570331517069	ENSG00000204388, ENSG00000185122, ENSG00000013441, ENSG00000101210	58	57	8164	9.877797943133697	0.721233481713299	0.5183236523081749	0.5183236523081749
